ID,slug,name,short_description,long_description,seo_description,base_spirit,category_primary,categories_all,tags,image_url,image_alt,glassware,garnish,technique,difficulty,flavor_strength,flavor_sweetness,flavor_tartness,flavor_bitterness,flavor_aroma,flavor_texture,notes,fun_fact,fun_fact_source,metadata_json,ingredients,instructions
mw_review_005_001,gin-basil-smash,Gin Basil Smash,"A muddled gin sour with fresh basil, lemon, and sugar for a bright herbal profile.","The Gin Basil Smash muddles fresh basil into a gin-lemon-sugar sour. Basil oils perfume the drink while lemon keeps it sharp and refreshing. Shaken and served over ice, it became a defining modern craft highball-adjacent sour. Fresh basil is non-negotiable.","Shake a Gin Basil Smash with gin, fresh basil, lemon, and sugar for a modern herbal sour.",Gin,Sour,modern-classic|sour|gin|herbal,gin|basil|lemon|muddled|modern,,"Gin Basil Smash in a rocks glass over ice, pale green tint, basil sprig.",Rocks glass,basil sprig,Shake,Easy,6,3,6,1,9,5,Muddle basil gently to release oils without shredding into bitterness. Use plenty of fresh leaves.,"Joerg Meyer created the Gin Basil Smash at Hamburg’s Le Lion, and it quickly became an international modern classic.",Le Lion / Joerg Meyer cocktail histories,{},2 oz gin|1 oz fresh lemon juice|0.75 oz simple syrup|10-12 fresh basil leaves,1. Gently muddle basil with syrup in a shaker. 2. Add gin and lemon; shake with ice. 3. Fine-strain into a rocks glass over ice. 4. Garnish with a basil sprig.
mw_review_005_002,chartreuse-swizzle,Chartreuse Swizzle,"A green Chartreuse swizzle with pineapple, lime, and falernum over crushed ice.","The Chartreuse Swizzle builds a tall crushed-ice drink around green Chartreuse, pineapple, lime, and falernum. Herbal intensity meets tropical sweetness in a swizzle format. It is a modern craft staple that showcases Chartreuse outside stirred spirit-forward drinks.","Swizzle a Chartreuse Swizzle with green Chartreuse, pineapple, lime, and falernum over crushed ice.",Liqueur,Swizzle,modern-classic|swizzle|tiki|herbal,chartreuse|pineapple|lime|falernum|swizzle,,"Chartreuse Swizzle in a tall glass over crushed ice, green-gold, mint garnish.",Highball glass,mint sprig,Swizzle,Intermediate,7,5,5,2,9,5,Swizzle with crushed ice until the glass frosts. Green Chartreuse dominates—measure precisely.,The Chartreuse Swizzle is widely credited to Marco Dionysos and helped popularize Chartreuse in modern tiki-leaning craft bars.,Modern craft and tiki cocktail histories,{},1.5 oz green Chartreuse|1 oz pineapple juice|0.75 oz fresh lime juice|0.5 oz falernum,1. Add all ingredients to a tall glass. 2. Fill with crushed ice and swizzle until frosty. 3. Top with more crushed ice. 4. Garnish with mint.
mw_review_005_003,final-word,Final Word,A Last Word variation that swaps gin for rye whiskey.,"The Final Word keeps the equal-parts Last Word structure—green Chartreuse, maraschino, and lime—but uses rye instead of gin. Whiskey warmth shifts the herbal sour toward a richer, spicier finish. Shaken and served up, it is a clear modern variation for whiskey drinkers.","Shake a Final Word with rye, green Chartreuse, maraschino, and lime for a Last Word variation.",Rye,Sour,modern-classic|sour|last-word-family|whiskey,rye|chartreuse|maraschino|lime|equal-parts,,"Final Word in a coupe, pale green-gold, ungarnished.",Coupe,None,Shake,Intermediate,7,3,6,2,8,5,Equal parts are essential. A spicy rye stands up to Chartreuse better than a soft bourbon.,The Final Word is part of the wave of Last Word riffs that followed the drink’s early-2000s craft revival.,Modern Last Word variation histories,{},0.75 oz rye whiskey|0.75 oz green Chartreuse|0.75 oz maraschino liqueur|0.75 oz fresh lime juice,1. Shake all ingredients with ice. 2. Fine-strain into a chilled coupe. 3. Serve ungarnished.
mw_review_005_004,trade-winds,Trade Winds,"A mid-century tiki sour with rum, apricot brandy, lemon, and orgeat.","The Trade Winds is a tropical sour associated with mid-century tiki service: rum, apricot brandy, lemon, and orgeat, often frothed with egg white. Apricot and almond soften the citrus while rum keeps the structure. Served up or over ice, it is a craft-tiki bridge drink.","Shake a Trade Winds with rum, apricot brandy, lemon, and orgeat for a classic tiki sour.",Rum,Tiki,modern-classic|tiki|sour|tropical,rum|apricot|orgeat|lemon|tiki,,"Trade Winds in a coupe, pale gold with soft foam, ungarnished.",Coupe,None,Shake,Intermediate,6,5,5,1,7,7,Dry-shake if using egg white. Orgeat quality strongly affects the finish.,Trade Winds appears in mid-century tropical bar manuals and later craft-tiki revivals as an apricot-forward rum sour.,Mid-century tiki manuals; modern tiki revivals,{},1 oz white rum|1 oz dark rum|0.5 oz apricot brandy|1 oz fresh lemon juice|0.5 oz orgeat|1 egg white optional,1. Dry-shake if using egg white. 2. Add ice and shake again. 3. Fine-strain into a chilled coupe. 4. Serve ungarnished.
mw_review_005_005,test-pilot,Test Pilot,"A Donn Beach tiki drink with rum, lime, falernum, Cointreau, and bitters.","The Test Pilot is a compact Donn Beach tiki sour built on rum with lime, falernum, Cointreau, and bitters. It is shorter and denser than a Mai Tai, with spice and orange over citrus. Served over crushed or cubed ice, it rewards precise measures.","Shake a Test Pilot with rum, lime, falernum, and Cointreau for a classic Donn Beach tiki cocktail.",Rum,Tiki,classic|tiki|sour|donn-beach,rum|falernum|lime|cointreau|tiki,,"Test Pilot in a rocks glass over crushed ice, amber, mint sprig.",Rocks glass,mint sprig,Shake,Intermediate,7,4,5,2,8,5,A blend of light and dark or Jamaican rum works well. Keep falernum measured—sweetness climbs fast.,The Test Pilot is one of Donn Beach’s mid-century tiki formulas later reconstructed by tiki historians.,Jeff Berry tiki research; Don the Beachcomber histories,{},1.5 oz dark rum|0.75 oz light rum|0.5 oz fresh lime juice|0.5 oz falernum|0.5 oz Cointreau|1 dash Angostura bitters,1. Shake all ingredients with ice. 2. Strain into a rocks glass over crushed ice. 3. Garnish with mint.
mw_review_005_006,three-dots-and-a-dash,Three Dots and a Dash,"A rum tiki classic with falernum, allspice, citrus, and honey, named in Morse code.","Three Dots and a Dash is a Donn Beach rum drink whose name means “V” for victory in Morse code. Multiple rums meet falernum, allspice dram, citrus, and honey in a crushed-ice build. It is aromatic, spiced, and central to serious tiki menus.","Shake Three Dots and a Dash with rum, falernum, allspice, and citrus for a classic Donn Beach tiki cocktail.",Rum,Tiki,classic|tiki|rum|donn-beach,rum|falernum|allspice|honey|tiki,,"Three Dots and a Dash in a footed tiki or rocks glass over crushed ice, amber, pineapple and cherry.",Rocks glass,pineapple fronds|cherries,Shake,Advanced,7,5,5,2,9,5,Use a mix of aged and Jamaican rum if possible. Allspice dram is potent—do not overpour.,Donn Beach created Three Dots and a Dash during World War II; the Morse-code name signals “V” for victory.,Jeff Berry; Don the Beachcomber histories,{},1.5 oz aged rum|0.5 oz Jamaican rum|0.5 oz fresh lime juice|0.5 oz fresh orange juice|0.5 oz honey syrup|0.25 oz falernum|0.25 oz allspice dram|1 dash Angostura bitters,1. Shake all ingredients with ice. 2. Strain into a glass filled with crushed ice. 3. Garnish with pineapple and cherries.
mw_review_005_007,mezcal-margarita,Mezcal Margarita,A margarita built on mezcal for a smoky agave-lime profile.,"The Mezcal Margarita keeps lime and orange liqueur but replaces tequila with mezcal. Smoke and earth sit under citrus, making the drink drier and more savory than a standard margarita. Served on the rocks, it is the clearest entry point from tequila to mezcal.","Shake a Mezcal Margarita with mezcal, lime, and orange liqueur for a smoky margarita variation.",Mezcal,Sour,modern|sour|margarita-family|mezcal|agave,mezcal|lime|cointreau|margarita|smoke,,"Mezcal Margarita in a rocks glass over ice, pale, lime wheel, optional salt rim.",Rocks glass,lime wheel|optional salt rim,Shake,Easy,7,3,6,1,8,5,Espadín mezcal keeps it approachable. Half salt rim only—smoke already adds intensity.,Mezcal margaritas became a standard craft-bar agave call as mezcal distribution widened in the 2010s.,Modern agave cocktail practice,{},2 oz mezcal|1 oz fresh lime juice|0.75 oz Cointreau|optional salt rim,"1. Optional salt half-rim. 2. Shake mezcal, lime, and Cointreau with ice. 3. Strain over fresh ice. 4. Garnish with lime."
mw_review_005_008,mezcal-last-word,Mezcal Last Word,An equal-parts Last Word with mezcal in place of gin.,"The Mezcal Last Word preserves Chartreuse, maraschino, and lime in equal parts, swapping gin for mezcal. Smoke threads through the herbal sour and deepens the finish. Shaken and served up, it is one of the most popular Last Word riffs.","Shake a Mezcal Last Word with mezcal, green Chartreuse, maraschino, and lime.",Mezcal,Sour,modern-classic|sour|last-word-family|mezcal,mezcal|chartreuse|maraschino|lime|equal-parts,,"Mezcal Last Word in a coupe, pale green, ungarnished.",Coupe,None,Shake,Intermediate,7,3,6,2,9,5,Equal parts are mandatory. A clean espadín works better than a heavily peated outlier mezcal.,Mezcal Last Words spread quickly after the Last Word revival as bars looked for smoky equal-parts variations.,Modern Last Word riff histories,{},0.75 oz mezcal|0.75 oz green Chartreuse|0.75 oz maraschino liqueur|0.75 oz fresh lime juice,1. Shake all ingredients with ice. 2. Fine-strain into a chilled coupe. 3. Serve ungarnished.
mw_review_005_009,mezcal-sour,Mezcal Sour,A straightforward mezcal whiskey-sour template with lime or lemon and egg white optional.,"The Mezcal Sour applies the classic sour template to mezcal: spirit, citrus, sugar, and optional egg white. Smoke replaces whiskey’s oak as the defining mid-palate note. Served up or over ice, it is a clean way to taste mezcal in a familiar structure.","Shake a Mezcal Sour with mezcal, citrus, and sugar for a smoky classic-style sour.",Mezcal,Sour,modern|sour|mezcal|agave,mezcal|lime|sour|egg-white|smoke,,"Mezcal Sour in a coupe, pale with soft foam, ungarnished.",Coupe,None,Shake,Easy,7,3,6,1,8,7,Lime is traditional with agave; lemon works for a softer profile. Dry-shake if using egg white.,Simple mezcal sours helped introduce mezcal to drinkers already comfortable with whiskey sour structure.,Modern agave bar education practice,{},2 oz mezcal|1 oz fresh lime juice|0.75 oz simple syrup|1 egg white optional,1. Dry-shake if using egg white. 2. Add ice and shake again. 3. Fine-strain into a chilled coupe. 4. Serve ungarnished.
mw_review_005_010,illegal,Illegal,"A mezcal and Jamaican rum sour with falernum, lime, and maraschino.","Illegal combines mezcal and funky Jamaican rum with falernum, lime, and maraschino. Smoke, overripe fruit, and spice make it denser than a margarita and more complex than a basic mezcal sour. Shaken and served up, it is a modern agave-tiki crossover.","Shake an Illegal with mezcal, Jamaican rum, falernum, lime, and maraschino.",Mezcal,Sour,modern-classic|sour|mezcal|tiki,mezcal|jamaican-rum|falernum|lime|maraschino,,"Illegal in a coupe, pale gold, ungarnished.",Coupe,None,Shake,Intermediate,8,4,6,2,9,5,A funky Jamaican rum is important to the drink’s identity. Keep falernum and maraschino measured.,Illegal was created by Enrico Collivasone and later popularized through modern craft and Death & Co circles as a mezcal-rum hybrid sour.,Modern craft cocktail attributions; Death & Co era menus,{},1 oz mezcal|0.75 oz Jamaican rum|0.75 oz fresh lime juice|0.5 oz falernum|0.25 oz maraschino liqueur|1 egg white optional,1. Dry-shake if using egg white. 2. Add ice and shake hard. 3. Fine-strain into a chilled coupe. 4. Serve ungarnished.
